[21:45:38.413] {"t":"camera3d","f":"place","a":12},
[21:45:38.526] {"t":"camerasphere","f":"create","a":"csphere"},
[21:45:38.526] {"t":"camerasphere","f":"children","a":1},
[21:45:57.350] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_scene","a":"a"}},
[21:45:57.726] {"t":"Mediator","f":"component","a":"narrative"},
[21:45:57.727] {"t":"app","f":"onEnter","a":{"name":"a:"}},
[21:45:57.727] {"t":"app","f":"onEnter","a":{"name":"i3d-simple:simple_green"}},
[21:45:57.728] {"t":"camera3d","f":"changeTemplateScene"},
[21:45:57.729] {"t":"app","f":"onEnter","a":{"name":"i2d-scene:disks0"}},
[21:45:57.729] {"t":"app","f":"onEnter","a":{"name":"base-skycube:test_cube"}},
[21:45:57.729] {"t":"app","f":"onEnter","a":{"name":"LS"}},
[21:45:57.729] {"t":"timeline","f":"play"},
[21:45:57.730] {"t":"camera3d","f":"addActorToScene","a":"csphere"},
[21:45:57.730] {"t":"camera3d","f":"addActorToScene","a":"axes0"},
[21:45:57.734] {"t":"camera3d","f":"addActorToScene","a":"cube0"},
[21:46:07.350] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_scene","a":"a0"}},
[21:46:07.555] {"t":"Mediator","f":"component","a":"narrative"},
[21:46:07.556] {"t":"app","f":"onEnter","a":{"name":"a0:"}},
[21:46:07.556] {"t":"app","f":"onEnter","a":{"name":"shot-graft:scope1"}},
[21:46:07.557] {"t":"timeline","f":"play"},
[21:46:07.557] {"t":"camera3d","f":"addActorToScene","a":"cube0_3"},
[21:46:07.561] {"t":"camera3d","f":"addActorToScene","a":"cube0_2"},
[21:46:22.345] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_scene","a":"a1"}},
[21:46:22.498] {"t":"Mediator","f":"component","a":"narrative"},
[21:46:22.498] {"t":"app","f":"onEnter","a":{"name":"a1:"}},
[21:46:22.499] {"t":"app","f":"onEnter","a":{"name":"shot-graft:scope2"}},
[21:46:22.499] {"t":"timeline","f":"play"},
[21:46:22.499] {"t":"camera3d","f":"addActorToScene","a":"s0_2_0"},
[21:46:22.499] {"t":"camera3d","f":"addActorToScene","a":"s0_2_1"},
[21:46:37.341] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_scene","a":"a2"}},
[21:46:37.377] {"t":"Mediator","f":"component","a":"narrative"},
[21:46:37.378] {"t":"app","f":"onEnter","a":{"name":"a2:"}},
[21:46:37.378] {"t":"app","f":"onEnter","a":{"name":"shot-graft:scope3"}},
[21:46:37.379] {"t":"timeline","f":"play"},
[21:46:47.343] {"t":"mediator","f":"socket.emit.actions","a":{"t":"narrative","f":"change_scene","a":"footprint"}},
[21:46:49.417] {"t":"Mediator","f":"component","a":"narrative"},
[21:46:49.417] {"t":"app","f":"onEnter","a":{"name":"footprint:"}},
[21:46:49.417] {"t":"app","f":"onEnter","a":{"name":"i3d-scene:scene1"}},
[21:46:49.418] {"t":"camera3d","f":"changeTemplateScene"},
