[16:25:35.240] {"t":"camera3d","f":"place","a":12},
[16:25:35.241] {"t":"camerasphere","f":"create","a":"csphere"},
[16:25:35.242] {"t":"camerasphere","f":"children","a":1},
[16:25:59.123] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":-0.7854,"immediateRender":false}}]}}}}},
[16:25:59.154] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyTo","a":{"r":-0.7854,"d":3}}},
[16:25:59.157] {"t":"Mediator","f":"component","a":"narrative"},
[16:25:59.157] {"t":"app","f":"onEnter","a":{"name":"empty:"}},
[16:25:59.157] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope0"}},
[16:25:59.157] {"t":"timeline","f":"play"},
[16:26:09.124] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"y":-0.7854,"immediateRender":false}}]}}}}},
[16:26:09.149] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyTo","a":{"r":-0.7854,"d":3}}},
[16:26:09.150] {"t":"Mediator","f":"component","a":"narrative"},
[16:26:09.150] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope1"}},
[16:26:09.150] {"t":"timeline","f":"play"},
[16:26:24.129] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"lookAt"}},
