[14:32:14.028] {"t":"camera3d","f":"place","a":12},
[14:32:14.119] {"t":"camerasphere","f":"create","a":"csphere"},
[14:32:14.119] {"t":"camerasphere","f":"children","a":1},
[14:32:37.936] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":3,"p":{"scale":2,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:32:37.960] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"zoomflyTo","a":{"s":2,"d":3}}},
[14:32:37.966] {"t":"Mediator","f":"component","a":"narrative"},
[14:32:37.966] {"t":"app","f":"onEnter","a":{"name":"empty:"}},
[14:32:37.966] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope0"}},
[14:32:37.967] {"t":"timeline","f":"play"},
[14:32:52.935] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":3,"p":{"scale":0.5,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:32:52.967] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"zoomflyTo","a":{"s":0.5,"d":3}}},
[14:32:52.967] {"t":"Mediator","f":"component","a":"narrative"},
[14:32:52.967] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope1"}},
[14:32:52.967] {"t":"timeline","f":"play"},
[14:33:07.936] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:plane":[{"dur":3,"p":{"x":20,"y":0,"immediateRender":false}}]}}}}},
[14:33:07.964] {"t":"Mediator","f":"component","a":"narrative"},
[14:33:07.965] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope2"}},
[14:33:07.965] {"t":"timeline","f":"play"},
[14:33:07.963] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"dollyflyTo","a":{"x":20,"d":3}}},
[14:33:17.939] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:33:17.963] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"center","a":{"d":3}}},
[14:33:17.964] {"t":"Mediator","f":"component","a":"narrative"},
[14:33:17.965] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope3"}},
[14:33:17.965] {"t":"timeline","f":"play"},
[14:33:32.939] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"scale":1,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:33:32.959] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"home","a":{"d":3}}},
[14:33:32.962] {"t":"Mediator","f":"component","a":"narrative"},
[14:33:32.963] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope4"}},
[14:33:32.963] {"t":"timeline","f":"play"},
[14:33:42.940] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:zoom_plane":[{"dur":3,"p":{"rotation":-90,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[14:33:42.964] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"rollflyTo","a":{"r":-90,"d":3}}},
[14:33:42.965] {"t":"Mediator","f":"component","a":"narrative"},
[14:33:42.965] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope5"}},
[14:33:42.966] {"t":"timeline","f":"play"},
