[21:52:06.069] {"t":"camera3d","f":"place","a":12},
[21:52:06.070] {"t":"camerasphere","f":"create","a":"csphere"},
[21:52:06.070] {"t":"camerasphere","f":"children","a":1},
[21:52:44.894] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:c":[{"dur":10,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0},{"x":1.214396101422608,"y":-25.995876328088343},{"x":-8.899614703841507,"y":-23.03736031288281},{"x":-8.779006109107286,"y":11.558184837922454},{"x":14.506747350096703,"y":15.929633597843349},{"x":0,"y":0}],"immediateRender":false}}}]}}}}},
[21:52:44.922] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"bezier"}},
[21:52:44.993] {"t":"Mediator","f":"component","a":"narrative"},
[21:52:44.994] {"t":"app","f":"onEnter","a":{"name":"empty:"}},
[21:52:44.994] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope0"}},
[21:52:44.994] {"t":"timeline","f":"play"},
[21:52:54.914] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i3d:csphere:position":[{"dur":20,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0,"z":0},{"x":17.886298717930913,"y":23.28950619092211,"z":-6.846073986962438},{"x":-28.918398858513683,"y":3.4361413889564574,"z":-23.162607587873936},{"x":-8.569643134251237,"y":-6.072427220642567,"z":-10.506493046414107},{"x":14.756673302035779,"y":-20.820004837587476,"z":-2.807674112264067},{"x":0,"y":0,"z":0}],"immediateRender":false}}}]}}}}},
[21:52:54.935] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"bezier"}},
[21:52:54.947] {"t":"Mediator","f":"component","a":"narrative"},
[21:52:54.948] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope1"}},
[21:52:54.948] {"t":"timeline","f":"play"},
[21:53:14.940] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"y":0.7854,"immediateRender":false}}]}}}}},
[21:53:14.965] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyBy","a":{"r":0.7854,"d":3}}},
[21:53:14.989] {"t":"Mediator","f":"component","a":"narrative"},
[21:53:14.990] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope2"}},
[21:53:14.990] {"t":"timeline","f":"play"},
[21:53:17.938] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"lookAt"}},
[21:53:24.895] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:c":[{"dur":10,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0},{"x":-24.7825748892501,"y":8.908239807933569},{"x":-29.5194020611234,"y":-6.297683855518699},{"x":1.2322304444387555,"y":-11.844977249857038},{"x":19.1083340998739,"y":29.979361372534186},{"x":0,"y":0}],"immediateRender":false}}}]}}}}},
[21:53:24.910] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"bezier"}},
[21:53:24.925] {"t":"Mediator","f":"component","a":"narrative"},
[21:53:24.926] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope3"}},
[21:53:24.926] {"t":"timeline","f":"play"},
[21:53:34.912] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i3d:csphere:position":[{"dur":20,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0,"z":0},{"x":22.53112187376246,"y":2.2738394932821393,"z":-5.864058709703386},{"x":-21.228854027576745,"y":15.714181526564062,"z":-33.447253403719515},{"x":-11.267534815706313,"y":-25.45533480355516,"z":-16.976483550388366},{"x":22.5603038049303,"y":-23.208651810418814,"z":-9.254365717060864},{"x":0,"y":0,"z":0}],"immediateRender":false}}}]}}}}},
[21:53:34.944] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"bezier"}},
[21:53:34.964] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope4"}},
[21:53:34.965] {"t":"timeline","f":"play"},
[21:53:34.964] {"t":"Mediator","f":"component","a":"narrative"},
