[21:55:34.370] {"t":"camera3d","f":"place","a":12},
[21:55:34.371] {"t":"camerasphere","f":"create","a":"csphere"},
[21:55:34.372] {"t":"camerasphere","f":"children","a":1},
[21:55:34.373] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i2d:c":[{"dur":10,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0},{"x":23.025550798047334,"y":-16.592320036143064},{"x":-1.9347599311731756,"y":-23.767124216537923},{"x":-1.161921238526702,"y":13.8684715423733},{"x":27.719614896923304,"y":14.983046560082585},{"x":0,"y":0}],"immediateRender":false}}}]}}}}},
[21:55:34.374] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera2d","f":"bezier"}},
[21:55:34.375] {"t":"app","f":"onEnter","a":{"name":"empty:"}},
[21:55:34.376] {"t":"timeline","f":"play"},
[21:55:34.375] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope0"}},
[21:55:34.375] {"t":"Mediator","f":"component","a":"narrative"},
[21:55:44.229] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i3d:csphere:position":[{"dur":20,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0,"z":0},{"x":10.223858272656798,"y":19.801064624916762,"z":-3.7077089422382414},{"x":-15.300642941147089,"y":19.729991275817156,"z":-26.84544503223151},{"x":-19.154393069911748,"y":-25.750106920022517,"z":-1.689378684386611},{"x":21.717083926778287,"y":-0.38152345921844244,"z":-9.350179666653275},{"x":0,"y":0,"z":0}],"immediateRender":false}}}]}}}}},
[21:55:44.252] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"bezier"}},
[21:55:44.284] {"t":"Mediator","f":"component","a":"narrative"},
[21:55:44.284] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope1"}},
[21:55:44.284] {"t":"timeline","f":"play"},
[21:56:04.224] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"y":0.7854,"immediateRender":false}}]}}}}},
[21:56:04.247] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyBy","a":{"r":0.7854,"d":3}}},
[21:56:04.273] {"t":"Mediator","f":"component","a":"narrative"},
[21:56:04.274] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope2"}},
[21:56:04.274] {"t":"timeline","f":"play"},
[21:56:07.232] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"lookAt"}},
