[05:28:42.572] {"t":"camera3d","f":"place","a":12},
[05:28:42.573] {"t":"camerasphere","f":"create","a":"csphere"},
[05:28:42.573] {"t":"camerasphere","f":"children","a":1},
[05:29:21.443] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":3,"p":{"x":2,"y":2,"z":2,"immediateRender":false}}]}}}}},
[05:29:21.467] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":2,"d":3}}},
[05:29:21.485] {"t":"Mediator","f":"component","a":"narrative"},
[05:29:21.485] {"t":"app","f":"onEnter","a":{"name":"empty:"}},
[05:29:21.486] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope0"}},
[05:29:21.486] {"t":"timeline","f":"play"},
[05:29:24.441] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:scale":[{"dur":3,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}]}}}}},
[05:29:24.474] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"zoomflyTo","a":{"s":1,"d":3}}},
[05:29:24.490] {"t":"Mediator","f":"component","a":"narrative"},
[05:29:24.491] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope1"}},
[05:29:24.491] {"t":"timeline","f":"play"},
[05:29:27.452] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0,"tweens":[]},"actors":{"i3d:csphere:position":[{"dur":20,"p":{"bezier":{"autoRotate":true,"curviness":2,"values":[{"x":0,"y":0,"z":0},{"x":25.172411610838026,"y":16.4415515656583,"z":-7.741333937738091},{"x":-17.130634859204292,"y":16.21470690239221,"z":-24.52794695040211},{"x":-1.1925820587202907,"y":-24.774008584208786,"z":-3.0638142838142812},{"x":0.35820040153339505,"y":-11.036397437565029,"z":-0.6650407519191504},{"x":0,"y":0,"z":0}],"immediateRender":false}}}]}}}}},
[05:29:27.479] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"bezier"}},
[05:29:27.496] {"t":"Mediator","f":"component","a":"narrative"},
[05:29:27.497] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope2"}},
[05:29:27.497] {"t":"timeline","f":"play"},
[05:29:47.459] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"y":0.7854,"immediateRender":false}}]}}}}},
[05:29:47.496] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"panflyBy","a":{"r":0.7854,"d":3}}},
[05:29:47.523] {"t":"Mediator","f":"component","a":"narrative"},
[05:29:47.524] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope3"}},
[05:29:47.524] {"t":"timeline","f":"play"},
[05:29:50.478] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0.7854,"immediateRender":false}}]}}}}},
[05:29:50.500] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"tiltflyBy","a":{"r":0.7854,"d":3}}},
[05:29:50.518] {"t":"Mediator","f":"component","a":"narrative"},
[05:29:50.519] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope4"}},
[05:29:50.519] {"t":"timeline","f":"play"},
[05:29:53.475] {"t":"mediator","f":"socket.emit.actions","a":{"t":"camera3d","f":"lookAt"}},
