[23:31:02.335] {"t":"camera3d","f":"place","a":12},
[23:31:02.336] {"t":"camerasphere","f":"create","a":"csphere"},
[23:31:02.336] {"t":"camerasphere","f":"children","a":1},
[23:31:06.768] {"t":"Mediator","f":"component","a":"narrative"},
[23:31:07.503] {"t":"app","f":"onEnter","a":{"name":"i3d-jsonmodels:phongstatue_kfb"}},
[23:31:07.504] {"t":"app","f":"onEnter","a":{"name":"i2d-scene:defsuse0"}},
[23:31:07.505] {"t":"app","f":"onEnter","a":{"name":"2S:"}},
[23:31:07.502] {"t":"app","f":"onEnter","a":{"name":"stocks:"}},
[23:31:07.505] {"t":"camera3d","f":"addActorToScene","a":"csphere"},
[23:31:07.506] {"t":"camera3d","f":"addActorToScene","a":"key"},
[23:31:07.505] {"t":"timeline","f":"play"},
[23:31:07.506] {"t":"camera3d","f":"addActorToScene","a":"axes0"},
[23:31:07.506] {"t":"camera3d","f":"addActorToScene","a":"back"},
[23:31:07.506] {"t":"camera3d","f":"addActorToScene","a":"fill"},
[23:31:07.504] {"t":"app","f":"onEnter","a":{"name":"grid:"}},
[23:31:07.503] {"t":"camera3d","f":"changeTemplateScene"},
[23:31:08.324] {"t":"camera3d","f":"addActorToScene","a":"statue"},
